code,상품명,현재태그,제안태그,A라인적용여부,슬림핏적용여부,예외여부,예외사유,검수상태,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수,A라인 검색노출확인,슬림핏 검색노출확인,추천키워드연결확인,비고
ANC-4074,레이스칼라 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,74,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4075,오프숄더 버튼 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 오프숄더 버튼 플레어 러블리데일리 / 원피스 오프숄더 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 오프숄더 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,75,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4076,스퀘어넥 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 플레어 러블리데일리 / 원피스 스퀘어넥 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,76,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4077,더블버튼 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 더블버튼 버튼 셔링 슬림글램 / 원피스 더블버튼 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 더블버튼 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,77,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4078,배색라인 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / 원피스 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,78,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4079,버튼셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / 원피스 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,79,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4080,레이스블라우스 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,80,검수필요,적용후보,승인,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영 / 사용자 지정 코드 슬림핏 확정
ANC-4081,셔츠버튼 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 데일리페미닌 / 원피스 버튼 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,81,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4082,더블버튼 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / 원피스 더블버튼 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,82,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4083,랩러플 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 셔링 랩 러블리데일리 / 원피스 러플 셔링 랩 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 셔링 랩 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,83,검수필요,적용후보,승인,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영 / 사용자 지정 코드 슬림핏 확정
ANC-4084,벨트포인트 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 벨트포인트 러블리데일리 / 원피스 플레어 벨트포인트 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 벨트포인트 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,84,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4085,레이스블라우스 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,85,검수필요,적용후보,승인,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영 / 사용자 지정 코드 슬림핏 확정
ANC-4086,빅리본 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / 원피스 리본 빅리본 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,86,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4087,랩카라 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 랩 슬림글램 / 원피스 카라 셔링 랩 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 랩 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,87,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4088,퍼프소매 버튼 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 버튼 플레어 러블리데일리 / 원피스 퍼프소매 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,88,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4089,레이스블라우스 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,89,검수필요,적용후보,승인,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영 / 사용자 지정 코드 슬림핏 확정
ANC-4090,리본스트랩 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 랩 플레어 러블리데일리 / 원피스 리본 랩 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 랩 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,90,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4091,베스트버튼 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / 원피스 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,91,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4092,스트라이프뷔스티에 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 스트라이프 러블리데일리 / 원피스 플레어 스트라이프 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 스트라이프 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,92,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4093,스퀘어넥 포켓 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 데일리페미닌 / 원피스 스퀘어넥 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,93,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4094,버튼 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 러블리데일리 / 원피스 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,94,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4095,잔셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / 원피스 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,95,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4096,배색카라 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 플레어 배색 러블리데일리 / 원피스 카라 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,96,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4097,스트라이프 니트 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스트라이프 데일리페미닌 / 원피스 스트라이프 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스트라이프 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,97,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4098,퍼프소매 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 플레어 러블리데일리 / 원피스 퍼프소매 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,98,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
